Артикул;Ozon Product ID;SKU;Barcode;Контент-рейтинг;Бренд;Метки;Отзывы;Рейтинг;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
HHH_Clear_5678;97446387;263156306;RND903786716;'70;KZDOO;;8;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;2780.0;11990.0;;0%
BBB_Clear_7614;61931304;564415514;RND361089142;'70;KZDOO;;36;'4.90;Чехлы;Чехол для смартфона;'0.43;'0.1;10;0;10;0;1;2780.0;11990.0;;0%
CCC_Green_8669;93427155;107523314;RND309262158;'70;KZDOO;;28;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;0;0;0;3980.0;11990.0;;0%
FFF_Purple_3823;27922657;288312053;RND380385674;'45;KZDOO;;2;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;5778.0;11990.0;;0%
AAA_White_3056;36890351;985931484;5,75956E+12;'45;KZDOO;;6;'4.20;Чехлы;Чехол для смартфона;'0.36;'0.1;24;0;10;0;0;5180.0;11990.0;;0%
BBB_Pink_6613;19331204;433464460;RND265180694;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;5100.0;11990.0;;0%
HHH_Titanium_9359;40831517;117686960;RND173294155;'77.5;KZDOO;;5;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3590.0;5990.0;;0%
CCC_White_7695;27730464;620073473;RND333419437;'77.5;KZDOO;;3;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;7180.0;11990.0;;0%
HHH_Pink_1972;68243217;212021549;8,67439E+12;'45;KZDOO;;3;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3590.0;4990.0;;0%
HHH_Black_7735;65415657;220649445;3,805E+12;'45;KZDOO;;4;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;7180.0;11990.0;;0%
CCC_Red_7696;44146850;164060057;5,64959E+12;'45;KZDOO;;1;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;5;0;0;7828.0;11990.0;;0%
HHH_Purple_7128;40509576;677572680;RND480989714;'45;KZDOO;;1;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;5;0;0;7180.0;11990.0;;0%
DDD_Green_6168;51684723;706798559;3,34049E+12;'45;KZDOO;;5;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;23;0;10;0;0;7180.0;11990.0;;0%
CCC_Clear_2175;12105804;796830137;RND958271716;'45;KZDOO;;2;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;7828.0;11990.0;;0%
AAA_Purple_3399;70160612;259925388;RND883366813;'45;KZDOO;;3;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;7828.0;11990.0;;0%
DDD_Titanium_2708;62425327;716280479;RND674348154;'45;KZDOO;;2;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;7180.0;11990.0;;0%
BBB_Clear_6703;90003367;120672367;3,51765E+12;'45;KZDOO;;4;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;7180.0;11990.0;;0%
EEE_Red_4358;88322590;869832986;8,62771E+12;'45;KZDOO;;2;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;5;0;0;7180.0;11990.0;;0%
CCC_White_9014;34502560;405556499;RND323706323;'45;KZDOO;;0;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;7828.0;11990.0;;0%
EEE_Titanium_7841;85974412;484423604;2,58163E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;5100.0;11990.0;;0%
DDD_Green_9078;54290924;749602789;RND666211062;'77.5;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;0;0;0;7180.0;11990.0;;0%
FFF_Green_3651;69065142;196497147;3,60031E+12;'77.5;KZDOO;;3;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;7180.0;11990.0;;0%
FFF_Purple_2135;32921978;295068029;RND233953042;'77.5;KZDOO;;2;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;7180.0;11990.0;;0%
EEE_Purple_9330;55418733;835381874;4,67635E+12;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;11100.0;11990.0;;0%
EEE_Green_1339;39462607;845537966;6,77991E+12;'45;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;0;11100.0;11990.0;;0%
AAA_Green_1908;43817644;272355471;RND286165211;'70;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;11100.0;11990.0;;0%
FFF_Titanium_1822;80262000;528226115;RND385630200;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;11100.0;11990.0;;0%
GGG_Titanium_8096;84683767;567366064;RND794823071;'70;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;11100.0;11990.0;;0%
FFF_Titanium_3323;96348851;653359667;RND535321529;'70;KZDOO;;4;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;20;0;0;11100.0;11990.0;;0%
CCC_Red_7177;95381404;341921685;5,37489E+12;'70;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;6050.0;11990.0;;0%
HHH_Black_4875;96552871;287148116;RND844509621;'45;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;11100.0;11990.0;;0%
FFF_Blue_2194;21820132;609386167;2,51759E+12;'70;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;11100.0;11990.0;;0%
CCC_Green_7311;99453640;311121353;RND739795782;'70;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;11100.0;11990.0;;0%
CCC_Blue_7273;76003966;962724707;RND792441993;'65;Нет бренда;;2;'5.00;Чехлы;;'0.36;'0.1;2;0;5;0;0;5990.0;11990.0;;0%
EEE_Red_1730;43923333;914290196;4,42627E+12;'65;Нет бренда;;0;'5.00;Чехлы;;'0.36;'0.1;5;0;0;0;0;5990.0;11990.0;;0%
DDD_White_5541;14773482;443032946;1,97248E+12;'77.5;KZDOO;;1;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;5990.0;11990.0;;0%
HHH_Blue_2269;74519088;525092664;RND669572487;'77.5;KZDOO;;3;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;5;0;0;5990.0;11990.0;;0%
EEE_White_9532;95754103;313546955;3,42573E+12;'82.5;KZDOO;;16;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;9;0;0;2980.0;11990.0;;0%
CCC_Blue_3473;54154203;379207192;RND143981065;'77.5;KZDOO;;0;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;2980.0;11990.0;;0%
CCC_Purple_4954;22270955;814781699;RND645458588;'57.5;KZDOO;;1;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;2980.0;11990.0;;0%
HHH_Titanium_2914;16502779;882914017;6,43979E+12;'82.5;KZDOO;;0;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3250.0;11990.0;;0%
GGG_Purple_6176;24046960;313793456;RND759161811;'82.5;KZDOO;;39;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;19;1;10;0;0;2980.0;11990.0;;0%
DDD_Blue_7114;87949160;246802416;RND261678701;'82.5;KZDOO;;4;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2980.0;11990.0;;0%
EEE_Black_5749;63093696;647652330;RND759263125;'82.5;KZDOO;;2;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;5;0;0;2980.0;11990.0;;0%
AAA_Green_6213;92197983;327594384;RND403449731;'57.5;KZDOO;;0;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;10;0;0;2980.0;11990.0;;0%
BBB_White_3471;51178363;649751070;RND258299438;'82.5;KZDOO;;4;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;64;0;10;0;0;2980.0;11990.0;;0%
BBB_White_6972;19765974;844179218;RND535112207;'45;KZDOO;;0;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;2980.0;11990.0;;0%
HHH_Purple_2012;49969528;587281251;RND255739670;'45;KZDOO;;0;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;2980.0;11990.0;;0%
GGG_Pink_7385;43747379;877245781;RND207713966;'82.5;KZDOO;;0;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;0;0;0;2980.0;11990.0;;0%
GGG_Clear_9401;44323356;412090555;RND802540373;'45;KZDOO;;0;'1.00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;5100.0;11990.0;;0%
FFF_Blue_7386;61524158;241253269;RND479353388;'45;KZDOO;;0;'1.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;5100.0;11990.0;;0%
FFF_Clear_9868;96125000;520968608;RND988475305;'45;KZDOO;;1;'1.00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;5560.0;11990.0;;0%
DDD_Black_1765;61674284;288518530;RND364528967;'45;KZDOO;;0;'4.20;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;5560.0;11990.0;;0%
BBB_Titanium_8654;42076004;358922459;5,45991E+12;'45;KZDOO;;3;'4.20;Чехлы;Чехол для смартфона;'0.36;'0.1;14;0;10;0;0;5100.0;11990.0;;0%
EEE_Blue_7850;16278472;866783532;RND195942539;'70;KZDOO;;4;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;10;0;0;7180.0;11990.0;;0%
DDD_Green_8043;52075157;413891440;9,39946E+12;'70;KZDOO;;3;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;0;0;0;7180.0;11990.0;;0%
CCC_Red_2568;49167948;737009749;7,85751E+12;'70;KZDOO;;1;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;7180.0;11990.0;;0%
FFF_Black_8837;49463647;207381540;RND601984218;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;11100.0;11990.0;;0%
EEE_Green_7970;47589891;879094821;7,77195E+12;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;11100.0;11990.0;;0%
AAA_Clear_1693;14268446;561576740;8,33911E+12;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;11100.0;11990.0;;0%
CCC_Pink_8383;48742299;813092158;RND105445317;'70;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;11100.0;11990.0;;0%
EEE_Black_1662;20450748;408657069;9,23633E+12;'70;KZDOO;;2;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;5;0;0;11100.0;11990.0;;0%
FFF_Pink_6385;31743322;216724520;4,89261E+12;'70;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;11100.0;11990.0;;0%
FFF_Purple_9353;77043917;533569096;RND176528929;'70;KZDOO;;3;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;10;0;0;11100.0;11990.0;;0%
DDD_Pink_8616;84436404;252532741;4,54321E+12;'70;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;11;0;0;11100.0;11990.0;;0%
AAA_Pink_5172;16408664;512070857;4,98335E+12;'70;KZDOO;;7;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;3;0;0;11100.0;11990.0;;0%
GGG_Red_4652;19287744;353117741;9,68166E+12;'70;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;11100.0;11990.0;;0%
EEE_Blue_8087;83393173;709837665;RND355496102;'40;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;5990.0;11990.0;;0%
EEE_Pink_4192;34088668;714273854;RND612512780;'77.5;KEEPHONE;;5;'4.90;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;7580.0;11990.0;;0%
CCC_Blue_6920;42599054;266174599;9,96052E+12;'77.5;KEEPHONE;;2;'5.00;Чехлы;Чехол для смартфона;'0.28;'0.1;2;0;0;0;0;7580.0;11990.0;;0%
EEE_Purple_9341;11460725;328590130;RND310929587;'70;KEEPHONE;;14;'4.90;Чехлы;Чехол для смартфона;'0.28;'0.1;6;0;5;0;0;7580.0;11990.0;;0%
HHH_Pink_5858;75824696;607992401;3,52406E+12;'70;KEEPHONE;;0;'5.00;Чехлы;Чехол для смартфона;'0.28;'0.1;3;0;0;0;0;7580.0;11990.0;;0%
AAA_Black_1627;42826695;910420915;5,67647E+12;'52.5;KEEPHONE;;2;'5.00;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;7990.0;11990.0;;0%
AAA_Purple_3401;87335782;528061463;RND787852595;'77.5;KEEPHONE;;5;'4.90;Чехлы;Чехол для смартфона;'0.41;'0.1;1;0;10;0;0;7990.0;11990.0;;0%
EEE_Black_2069;86155356;340146488;RND364876964;'70;KEEPHONE;;10;'5.00;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;6590.0;9990.0;;0%
GGG_Black_1389;21970497;964019656;1,06366E+12;'45;KZDOO;;1;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3914.0;4990.0;;0%
EEE_Red_7366;74784496;301056433;7,50522E+12;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;11100.0;11990.0;;0%
FFF_Purple_9422;70326795;954812282;RND955802459;'70;;;1;'5.00;Чехлы;;'0.36;'0.1;2;0;0;0;0;11100.0;11990.0;;0%
CCC_Titanium_9375;92900294;134538644;RND636798131;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;0;0;0;11100.0;11990.0;;0%
EEE_Green_6861;75709449;319988321;RND802587364;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;11100.0;11990.0;;0%
DDD_White_7187;50907007;561208292;8,38706E+12;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;11100.0;11990.0;;0%
EEE_Black_4500;18952810;106606614;RND186699597;'40;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;11100.0;11990.0;;0%
HHH_Purple_9148;96240921;522072926;RND364437365;'70;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;11100.0;11990.0;;0%
BBB_Red_4497;19979751;167581895;RND834859952;'70;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;6050.0;11990.0;;0%
CCC_Green_1403;71643669;179165631;9,01404E+12;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;11100.0;11990.0;;0%
DDD_Green_6347;95592350;687134139;RND993245821;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;11100.0;11990.0;;0%
FFF_Black_3829;42669478;737949585;RND157126942;'65;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;11100.0;11990.0;;0%
DDD_Red_1647;35212691;313966653;1,37089E+12;'45;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;11100.0;11990.0;;0%
FFF_White_8621;96712748;102935511;RND130245627;'70;KZDOO;;3;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;5;0;0;11100.0;11990.0;;0%
BBB_White_3663;55570580;606233340;6,2343E+12;'45;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;0;0;0;11100.0;11990.0;;0%
DDD_Blue_3072;24763399;563099404;RND200886965;'45;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;11100.0;11990.0;;0%
CCC_Purple_3517;74085515;329323101;7,20386E+12;'65;KZDOO;;2;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;5990.0;11990.0;;0%
CCC_Green_2262;43775636;979409822;6,47159E+12;'70;KZDOO;;3;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6490.0;11990.0;;0%
DDD_Pink_5120;71320164;743760332;2,70078E+12;'45;KZDOO;;1;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;10;0;0;6490.0;11990.0;;0%
BBB_Titanium_2456;19979580;875644226;2,38201E+12;'45;KEEPHONE;;0;'0.00;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;6490.0;9990.0;;0%
FFF_Pink_5900;23392944;404986663;1,07087E+12;'70;KEEPHONE;;9;'4.90;Чехлы;Чехол для смартфона;'0.41;'0.1;12;0;10;0;0;6590.0;11990.0;;0%
EEE_Green_7533;58217246;989496868;5,02283E+12;'45;KEEPHONE;;0;'0.00;Чехлы;Чехол для смартфона;'0.38;'0.1;2;0;0;0;0;6580.0;11990.0;;0%
BBB_Clear_9485;44699881;951915447;3,90988E+12;'70;KEEPHONE;;2;'4.90;Чехлы;Чехол для смартфона;'0.38;'0.1;4;0;10;0;0;6780.0;11990.0;;0%
HHH_Purple_8562;44260719;263469245;RND465748248;'70;KEEPHONE;;0;'5.00;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;3790.0;5990.0;;0%
AAA_Blue_3988;16837385;343738556;RND994011418;'70;KEEPHONE;;4;'4.90;Чехлы;Чехол для смартфона;'0.28;'0.1;2;0;0;0;0;7580.0;11990.0;;0%
DDD_Blue_8362;18519010;722041491;9,20621E+12;'70;KEEPHONE;;3;'5.00;Чехлы;Чехол для смартфона;'0.38;'0.1;2;0;10;0;0;6580.0;11990.0;;0%
BBB_Red_1893;62613196;470757372;RND787513465;'82.5;KEEPHONE;;2;'5.00;Чехлы;Чехол для смартфона;'0.38;'0.1;1;0;0;0;0;6580.0;11990.0;;0%
AAA_Pink_1762;77629680;535760809;RND400792409;'70;KEEPHONE;;2;'5.00;Чехлы;Чехол для смартфона;'0.38;'0.1;4;0;0;0;0;6580.0;11990.0;;0%
DDD_White_3168;22878176;493464560;9,91014E+12;'82.5;KEEPHONE;;4;'5.00;Чехлы;Чехол для смартфона;'0.38;'0.1;5;0;0;0;0;6580.0;11990.0;;0%
AAA_Red_9681;17430134;243355848;RND908718624;'70;KEEPHONE;;1;'4.90;Чехлы;Чехол для смартфона;'0.41;'0.1;4;0;0;0;0;6590.0;11990.0;;0%
AAA_Pink_2773;87735808;635688613;7,58537E+12;'70;KEEPHONE;;0;'5.00;Чехлы;Чехол для смартфона;'0.41;'0.1;2;0;0;0;0;7074.0;11990.0;;0%
AAA_Blue_7867;11247837;913796792;RND618284489;'70;KZDOO;;2;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;6180.0;11990.0;;0%
DDD_Green_1245;44885403;790559068;RND257526483;'65;Varta;;3;'5.00;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;99;0;0;1340.0;4900.0;;0%
DDD_Titanium_6448;53675020;635421473;RND189733700;'70;KZDOO;;0;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;6;0;0;5580.0;11990.0;;0%
GGG_Black_5712;34643765;583832750;RND865430176;'70;KEEPHONE;;5;'5.00;Чехлы;Чехол для смартфона;'0.39;'0.1;1;0;0;0;0;6980.0;11990.0;;0%
EEE_Red_4582;17609388;396202670;9,8084E+12;'45;KEEPHONE;;0;'0.00;Чехлы;Чехол для смартфона;'0.48;'0.1;4;0;0;0;0;6980.0;11990.0;;0%
BBB_Blue_5153;83953719;311546153;RND991672050;'45;KEEPHONE;;0;'0.00;Чехлы;Чехол для смартфона;'0.48;'0.1;0;0;0;0;0;6980.0;11990.0;;0%
HHH_Black_9830;20387700;744407740;8,99064E+12;'70;KEEPHONE;;2;'4.60;Чехлы;Чехол для смартфона;'0.48;'0.1;6;0;0;0;0;6980.0;11990.0;;0%
GGG_Titanium_9467;64604307;260179300;9,59338E+12;'45;KEEPHONE;;0;'0.00;Чехлы;Чехол для смартфона;'0.48;'0.1;0;0;10;0;0;6980.0;11990.0;;0%
BBB_Red_7058;72864961;930384831;5,58572E+12;'45;KEEPHONE;;0;'0.00;Чехлы;Чехол для смартфона;'0.48;'0.1;3;0;0;0;0;6980.0;11990.0;;0%
GGG_Pink_7524;69538551;113239039;6,5859E+12;'45;KEEPHONE;;2;'3.10;Чехлы;Чехол для смартфона;'0.38;'0.1;3;0;10;0;0;6100.0;11990.0;;0%
FFF_Green_8918;70497343;374267297;3,98804E+12;'45;KEEPHONE;;0;'0.00;Чехлы;Чехол для смартфона;'0.38;'0.1;10;0;0;0;0;6100.0;11990.0;;0%
DDD_Red_2755;57338726;778039694;9,52155E+12;'70;KZDOO;;11;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;4980.0;11990.0;;0%
AAA_Green_1333;12856543;888010696;RND516383616;'52.5;KZDOO;;37;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;4980.0;11990.0;;0%
EEE_Pink_1003;18140841;928834342;RND268457512;'45;KZDOO;;27;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;4980.0;11990.0;;0%
BBB_Green_4467;11732154;849129317;2,43718E+12;'45;KZDOO;;2;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;4980.0;11990.0;;0%
AAA_Pink_1311;19928290;852630869;2,16788E+12;'45;KZDOO;;6;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3600.0;11990.0;;0%
HHH_Titanium_5260;94015399;304690595;7,45043E+12;'65;KZDOO;;0;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;4980.0;11990.0;;0%
AAA_Black_9206;32897454;990975059;RND420992007;'70;KZDOO;;8;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;4980.0;11990.0;;0%
DDD_Green_2949;74952520;738160201;RND383673566;'45;KZDOO;;4;'4.20;Чехлы;Чехол для смартфона;'0.36;'0.1;29;0;0;0;0;4980.0;11990.0;;0%
BBB_White_3695;73450118;623625306;3,8925E+12;'52.5;KZDOO;;7;'4.20;Чехлы;Чехол для смартфона;'0.36;'0.1;70;0;0;0;0;4980.0;11990.0;;0%
AAA_Purple_5764;68455110;297295898;RND178375554;'45;KZDOO;;6;'4.20;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;10;0;0;4980.0;11990.0;;0%
HHH_Clear_8087;95432311;500379862;RND938808271;'70;KZDOO;;2;'4.20;Чехлы;Чехол для смартфона;'0.36;'0.1;14;0;0;0;0;4980.0;11990.0;;0%
GGG_Pink_9489;28202461;684761068;RND420397850;'70;KZDOO;;1;'4.20;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;4980.0;11990.0;;0%
CCC_Black_8407;44703697;855384274;RND309481519;'65;KZDOO;;1;'4.20;Чехлы;Чехол для смартфона;'0.36;'0.1;23;0;10;0;0;4980.0;11990.0;;0%
CCC_Green_5742;44426303;234998118;RND366017931;'45;KZDOO;;2;'4.20;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;11;0;0;4980.0;11990.0;;0%
HHH_Clear_4657;26483342;775156963;RND478701754;'52.5;KZDOO;;15;'4.40;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;4980.0;11990.0;;0%
HHH_Pink_8206;79115313;673270757;RND983038813;'45;KZDOO;;10;'4.40;Чехлы;Чехол для смартфона;'0.36;'0.1;23;0;0;0;0;4980.0;11990.0;;0%
CCC_Titanium_5561;31882676;776028422;RND181520443;'70;KZDOO;;4;'4.40;Чехлы;Чехол для смартфона;'0.36;'0.1;35;0;0;0;0;4980.0;11990.0;;0%
DDD_Clear_5170;15413660;736153292;RND823507593;'70;KZDOO;;1;'4.40;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;4980.0;11990.0;;0%
DDD_Titanium_2057;37897172;562739128;RND979021208;'70;KZDOO;;2;'4.40;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;4980.0;11990.0;;0%
HHH_Red_4760;34456061;644591761;RND651011756;'65;KZDOO;;3;'4.40;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;10;0;0;4980.0;11990.0;;0%
BBB_Green_4942;41812842;469987101;RND172862317;'70;KZDOO;;1;'4.40;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;4980.0;11990.0;;0%
FFF_Purple_1306;57975438;826761194;RND880304825;'70;KZDOO;;4;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;1;3380.0;11990.0;;0%
EEE_Black_2399;82355303;943858107;3,64842E+12;'70;KZDOO;;0;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3380.0;11990.0;;0%
GGG_Green_8833;16238464;495227393;3,7892E+12;'70;KZDOO;;0;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3380.0;11990.0;;0%
EEE_Blue_8678;62743855;190721002;RND360585795;'70;KZDOO;;2;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;3380.0;11990.0;;0%
HHH_Pink_5740;82611352;262946142;RND573047150;'65;KZDOO;;0;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;3380.0;11990.0;;0%
EEE_Purple_2309;52116150;259318470;RND185349686;'70;KZDOO;;1;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;20;0;0;3380.0;11990.0;;0%
EEE_Purple_1098;43423685;627409984;6,05494E+12;'70;KZDOO;;2;'5.00;Чехлы;Чехол для смартфона;'0.54;'0.1;5;0;9;0;0;3380.0;11990.0;;0%
EEE_Green_6626;87660983;183324666;3,65563E+12;'70;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;3380.0;11990.0;;0%
BBB_Titanium_5485;60481401;247336874;1,64441E+12;'70;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3380.0;11990.0;;0%
HHH_Titanium_2732;54150352;239251168;RND674790381;'70;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1690.0;2990.0;;0%
