Артикул;Ozon Product ID;SKU;Barcode;Контент-рейтинг;Бренд;Метки;Отзывы;Рейтинг;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
AAA_Purple_8362;47545727;752316448;6,54187E+12;'52.5;K-DOO;;151;'4.70;Чехлы;Чехол для смартфона;'0.40;'0.1;11;0;0;0;0;1800.0;11990.0;;0%
AAA_Black_2871;19963943;535321599;2,92409E+12;'45;Нет бренда;;653;'4.60;Кабели и переходники;Кабель-переходник;'0.45;'0.1;262;1;18;0;0;1400.0;7900.0;;0%
FFF_Clear_7965;63341383;505346245;7,09884E+12;'25;Нет бренда;;0;'0.00;Кабели и переходники;Кабель-переходник;'0.32;'0.1;0;0;0;0;0;690.0;0.0;;0%
EEE_Black_2674;48025495;461491532;RND234470604;'60;Panasonic;;441;'0.00;Батарейки и аккумуляторы;Батарейка;'0.22;'0.1;0;0;0;0;0;150.0;500.0;;0%
HHH_Red_6449;69728328;639690535;2,77877E+12;'60;Panasonic;;229;'4.80;Батарейки и аккумуляторы;Батарейка;'0.22;'0.1;0;0;0;0;0;1800.0;4900.0;;0%
AAA_Purple_2792;69845855;595229872;RND490964612;'70;Robiton;;47;'4.80;Батарейки и аккумуляторы;Аккумуляторная батарейка;'0.10;'0.1;38;0;105;0;0;5800.0;11990.0;;0%
CCC_Blue_4419;12157882;261713391;RND510831292;'100;K-DOO;;285;'4.90;Чехлы;Чехол для смартфона;'0.40;'0.1;1;0;8;0;2;1600.0;7900.0;;0%
HHH_Titanium_2358;72536399;537033504;3,52767E+12;'100;K-DOO;;285;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;5;0;0;1600.0;11990.0;;0%
DDD_Titanium_6779;69990915;823690442;5,32057E+12;'100;K-DOO;;92;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;8;0;0;1600.0;7900.0;;0%
FFF_Titanium_6126;40542742;404467924;8,47304E+12;'100;K-DOO;;80;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;5200.0;7900.0;;0%
AAA_Purple_4611;49227251;877787690;RND575015371;'92.5;K-DOO;;241;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;1600.0;11990.0;;0%
DDD_White_8173;57336840;476102931;8,52249E+12;'82.5;K-DOO;;102;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;1800.0;11990.0;;0%
CCC_Blue_5856;71037188;864512698;RND476552901;'100;K-DOO;;233;'4.80;Чехлы;Чехол для смартфона;'1.22;'0.2;16;0;10;0;0;1800.0;11990.0;;0%
FFF_Red_7430;52180216;447280495;RND690042397;'100;K-DOO;;207;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;41;0;10;0;0;1800.0;11990.0;;0%
BBB_Pink_5852;26492031;481448375;RND916747556;'75;K-DOO;;194;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;8;0;0;1800.0;11990.0;;0%
CCC_Clear_1118;36919791;147777715;9,56869E+12;'100;K-DOO;;242;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1800.0;11990.0;;0%
EEE_Clear_6744;26802010;568699741;4,29292E+12;'77.5;K-DOO;;40;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;6;0;0;4200.0;11990.0;;0%
BBB_White_7075;22172016;365489455;8,33468E+12;'77.5;K-DOO;;41;'4.90;Чехлы;Чехол для смартфона;'0.27;'0.1;5;0;0;0;0;6200.0;11990.0;;0%
GGG_Blue_2602;74517804;175018521;1,42272E+12;'72.5;Panasonic;;1149;'0.00;Батарейки и аккумуляторы;Батарейка;'0.03;'0.1;0;0;0;0;0;250.0;900.0;;0%
EEE_Red_5832;98575820;432329150;RND840246149;'77.5;K-DOO;;55;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;8;0;0;1800.0;11990.0;;0%
EEE_Black_4856;23021957;510078925;1,32938E+12;'82.5;REMAX;;177;'4.70;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;96;0;0;1000.0;4900.0;;0%
FFF_Purple_4867;85505511;464433831;RND213935135;'82.5;REMAX;;254;'0.00;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;6;0;12;0;0;2000.0;4900.0;;0%
BBB_White_2474;39497042;598777595;5,06684E+12;'82.5;REMAX;;79;'4.80;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;8;0;0;2000.0;4900.0;;0%
FFF_White_2440;62559018;117126451;7,83801E+12;'82.5;REMAX;;213;'5.00;Защитные пленки и стекла;Защитное стекло;'0.32;'0.1;3;0;10;0;0;2000.0;4900.0;;0%
HHH_Green_1705;54251905;676328109;6,3505E+12;'75;REMAX;;103;'5.00;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;9;0;0;2000.0;4900.0;;0%
HHH_Red_5000;39920707;998767542;2,69692E+12;'75;REMAX;;410;'5.00;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;8;0;0;1000.0;4900.0;;0%
CCC_Green_2534;33739806;231992775;RND666844027;'75;REMAX;;200;'0.00;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;2;0;0;0;0;1000.0;4900.0;;0%
HHH_Clear_2719;28964554;847034445;8,37538E+12;'77.5;K-DOO;;75;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;5;0;0;2700.0;11990.0;;0%
HHH_Purple_5299;59775520;379106493;5,72881E+12;'82.5;REMAX;;309;'5.00;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;0;0;0;490.0;1490.0;;0%
GGG_White_3697;65037279;533190261;RND174633253;'77.5;K-DOO;;105;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;8;0;0;2700.0;11990.0;;0%
HHH_White_4492;28559790;239956997;RND107949355;'77.5;K-DOO;;99;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2700.0;11990.0;;0%
BBB_Clear_1709;63266145;763231267;RND505517347;'77.5;KEEPHONE;;82;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1950.0;2990.0;;0%
AAA_Titanium_8848;27500707;417039652;RND240946476;'77.5;KEEPHONE;;21;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1890.0;2990.0;;0%
HHH_Blue_9425;80774380;314196670;RND636115348;'70;KEEPHONE;;52;'0.00;Чехлы;Чехол для смартфона;'0.27;'0.1;0;0;0;0;0;2490.0;2990.0;;0%
AAA_Purple_1838;58507722;621572890;RND267950404;'77.5;K-DOO;;26;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;5500.0;11990.0;;0%
HHH_Black_4468;46780122;465851908;2,87882E+12;'52.5;K-DOO;;26;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;5;0;0;5500.0;11990.0;;0%
AAA_Blue_8334;47477350;408247431;1,28933E+12;'52.5;K-DOO;;41;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;4;0;0;5500.0;11990.0;;0%
DDD_White_1350;89421563;758431290;RND174739458;'57.5;REMAX;;32;'5.00;Защитные пленки и стекла;Защитное стекло;'0.34;'0.1;0;0;0;0;0;660.0;1490.0;;0%
HHH_Clear_5825;68159326;535009606;RND110897129;'82.5;REMAX;;43;'5.00;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;6;0;10;0;0;1240.0;4900.0;;0%
GGG_Green_8385;55068920;374953890;RND700454536;'82.5;REMAX;;46;'5.00;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;97;0;0;1260.0;4900.0;;0%
DDD_Titanium_6156;97679450;855928678;1,43329E+12;'82.5;REMAX;;22;'5.00;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;105;0;0;1340.0;4900.0;;0%
CCC_Blue_2528;54375561;903330872;8,64158E+12;'100;KZDOO;;138;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;5;0;0;2700.0;11990.0;;0%
BBB_Purple_1296;93054617;696535561;RND353822878;'77.5;KZDOO;;27;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;2700.0;11990.0;;0%
FFF_Green_4430;56099077;828561013;RND656872408;'75;REMAX;;10;'0.00;Защитные пленки и стекла;Защитное стекло;'0.23;'0.2;0;0;98;0;0;1040.0;4900.0;;0%
FFF_Black_7713;64666106;246969813;8,0246E+12;'75;KZDOO;;126;'4.90;Чехлы;Чехол для смартфона;'0.41;'0.1;8;0;10;0;0;2580.0;11990.0;;0%
FFF_Purple_7037;74682626;350663066;RND933644032;'77.5;KZDOO;;25;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;23;0;0;0;0;2780.0;11990.0;;0%
CCC_Clear_1274;71333535;478991715;RND449509979;'70;REMAX;;90;'4.90;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;52;0;0;1460.0;4900.0;;0%
GGG_White_7632;22934764;906131568;RND895540583;'70;REMAX;;234;'4.90;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;44;0;1;1420.0;4900.0;;0%
BBB_Green_6613;45162734;162263054;3,04165E+12;'77.5;K-DOO;;30;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;5;0;0;5500.0;11990.0;;0%
AAA_Pink_6431;75534180;456848482;RND674827559;'77.5;K-DOO;;28;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;4;0;0;5500.0;11990.0;;0%
BBB_Blue_9580;84822158;434244204;RND363379352;'77.5;K-DOO;;26;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;5500.0;11990.0;;0%
EEE_Blue_1437;80760345;276275521;5,4511E+12;'52.5;KZDOO;;21;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;4300.0;11990.0;;0%
GGG_Green_9626;58484682;433418131;8,59678E+12;'77.5;KZDOO;;32;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;4380.0;11990.0;;0%
AAA_Green_2528;87448383;290120045;RND258252620;'52.5;KZDOO;;43;'5.00;Чехлы;Чехол для смартфона;'1.40;'0.3;4;0;10;0;0;4300.0;11990.0;;0%
HHH_Purple_1747;26878119;545200292;RND604609005;'77.5;KZDOO;;51;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;4;0;0;4180.0;11990.0;;0%
EEE_Clear_8006;70533928;593395329;RND173507264;'45;KZDOO;;67;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;23;0;0;0;0;5866.0;11990.0;;0%
EEE_Blue_5122;15183442;783293224;3,25225E+12;'77.5;KZDOO;;39;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;5580.0;11990.0;;0%
HHH_Purple_2910;61392847;266606140;1,03151E+12;'77.5;KZDOO;;15;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;5580.0;11990.0;;0%
GGG_Clear_6751;19991230;288702247;1,78876E+12;'52.5;KZDOO;;11;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;10;0;0;5380.0;11990.0;;0%
CCC_Red_1845;11615968;935781729;1,68136E+12;'70;REMAX;;146;'5.00;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;60;0;0;1460.0;4900.0;;0%
DDD_Black_1564;52326977;351443814;4,88577E+12;'70;REMAX;;206;'4.90;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;26;0;0;1380.0;4900.0;;0%
HHH_Blue_6949;84981649;306351935;2,92059E+12;'77.5;KZDOO;;65;'4.90;Чехлы;Чехол для смартфона;'1.57;'0.3;27;0;1;0;0;2700.0;11990.0;;0%
DDD_Purple_3955;58035424;794674361;7,76679E+12;'77.5;KZDOO;;11;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;5;0;0;2700.0;11990.0;;0%
BBB_Pink_8195;51902637;863222650;6,08531E+12;'77.5;KZDOO;;61;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;9;0;0;2700.0;11990.0;;0%
BBB_Green_5708;79587722;231371989;6,94123E+12;'77.5;KZDOO;;93;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;14;0;8;0;0;2700.0;11990.0;;0%
GGG_Clear_8647;40818029;239655086;7,52471E+12;'90;KZDOO;;90;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;7;0;0;2780.0;11990.0;;0%
EEE_Green_5799;81628656;245071986;4,40889E+12;'77.5;KZDOO;;19;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;2700.0;11990.0;;0%
BBB_Clear_4035;65655500;479093614;4,4803E+12;'70;Нет бренда;;30;'4.70;Чехлы;Чехол для смартфона;'0.30;'0.1;10;0;0;0;0;652.0;2900.0;;0%
CCC_Titanium_5503;29143377;121477653;RND910012841;'80;Нет бренда;;12;'5.00;Чехлы;Чехол для смартфона;'0.30;'0.1;0;0;0;0;0;380.0;1690.0;;0%
FFF_Red_1714;68959920;705527411;7,14785E+12;'77.5;K-DOO;;109;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;18;0;10;0;0;2380.0;7900.0;;0%
EEE_Green_1121;96431285;736903916;2,6945E+12;'82.5;K-DOO;;106;'4.40;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1290.0;2990.0;;0%
HHH_Clear_8504;73779124;928755177;6,55304E+12;'77.5;KZDOO;;28;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;14;0;5;0;0;5580.0;11990.0;;0%
GGG_Black_8879;64821792;772287279;RND723542120;'52.5;KZDOO;;30;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;10;0;0;5580.0;11990.0;;0%
HHH_Purple_2646;79971043;953580810;4,18044E+12;'77.5;KZDOO;;5;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;5580.0;11990.0;;0%
HHH_Green_6711;42236708;634341601;9,86087E+12;'52.5;KZDOO;;17;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;10;0;0;5580.0;11990.0;;0%
BBB_Red_2622;97009468;841569558;1,7609E+12;'77.5;KZDOO;;43;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;23;1;10;0;0;5580.0;11990.0;;0%
DDD_Red_8137;44330448;733280348;3,386E+12;'52.5;KZDOO;;18;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;10;0;0;5380.0;11990.0;;0%
BBB_Purple_1482;47631395;260508386;4,88163E+12;'77.5;KZDOO;;5;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;10;0;0;5580.0;11990.0;;0%
GGG_Pink_3547;81961443;823842382;RND675336791;'52.5;KZDOO;;19;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;10;0;0;5580.0;11990.0;;0%
GGG_Purple_1161;51498093;297915473;RND568877874;'52.5;KZDOO;;29;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;9;0;0;5580.0;11990.0;;0%
EEE_Clear_2689;12665141;601102441;RND698113854;'77.5;KZDOO;;40;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;9;0;0;5580.0;11990.0;;0%
CCC_Green_3664;55667150;731911809;RND795817219;'77.5;KZDOO;;8;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;5580.0;11990.0;;0%
FFF_Pink_8619;24165881;974092067;8,19518E+12;'77.5;KZDOO;;16;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;5580.0;11990.0;;0%
CCC_Pink_6473;67418195;518107938;3,86649E+12;'77.5;KZDOO;;66;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;10;0;0;5380.0;11990.0;;0%
GGG_Blue_2162;98269250;885685993;RND490052567;'77.5;KZDOO;;22;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;10;0;0;5580.0;11990.0;;0%
EEE_Red_9020;17625450;699079153;5,11053E+12;'77.5;KZDOO;;10;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;5;1;0;0;0;5580.0;11990.0;;0%
CCC_Titanium_9741;10769708;707223885;6,50963E+12;'52.5;KZDOO;;17;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;5580.0;11990.0;;0%
BBB_Black_9217;80700206;261754403;2,79624E+12;'70;KZDOO;;9;'4.90;Чехлы;Чехол для смартфона;'0.41;'0.1;1;0;0;0;0;2780.0;11990.0;;0%
DDD_Purple_7099;48820146;650250523;RND860715392;'52.5;KZDOO;;39;'4.90;Чехлы;Чехол для смартфона;'0.41;'0.1;18;0;7;0;0;2580.0;11990.0;;0%
GGG_Titanium_5888;58794039;844383777;6,87695E+12;'70;KZDOO;;10;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;3300.0;11990.0;;0%
CCC_White_6545;52441227;101420746;RND999756476;'77.5;KZDOO;;71;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;12;1;0;0;0;2580.0;11990.0;;0%
CCC_Titanium_4802;38137830;832809103;RND330444403;'77.5;KZDOO;;2;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;24;0;0;0;0;5380.0;11990.0;;0%
AAA_Black_2294;60414566;314570148;RND261625607;'77.5;KZDOO;;20;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2650.0;3790.0;;0%
AAA_Clear_3473;84044517;980884492;RND725381382;'52.5;KZDOO;;15;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2590.0;3790.0;;0%
CCC_Green_3802;31684574;195433529;3,00044E+12;'77.5;KZDOO;;7;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2590.0;3790.0;;0%
GGG_Blue_2701;38119865;560250369;6,75159E+12;'77.5;KZDOO;;6;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;5;0;0;5380.0;11990.0;;0%
GGG_Black_5739;52946669;136750463;9,17449E+12;'77.5;KZDOO;;30;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2650.0;3790.0;;0%
HHH_Black_7583;91781807;978565556;RND211971524;'77.5;KZDOO;;22;'4.90;Чехлы;Чехол для смартфона;'2.10;'0.4;12;1;10;0;0;5300.0;11990.0;;0%
BBB_Blue_8761;83447966;796617513;4,05536E+12;'77.5;KZDOO;;9;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;5;0;0;5180.0;11990.0;;0%
DDD_Purple_2787;72055283;531173313;3,13693E+12;'52.5;KZDOO;;4;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;10980.0;11990.0;;0%
DDD_Blue_9265;55928831;360796244;1,5979E+12;'77.5;Нет бренда;;38;'4.70;Чехлы;;'0.36;'0.1;1;0;5;0;0;9700.0;11990.0;;0%
EEE_Black_2185;77758278;365178629;5,47658E+12;'77.5;Нет бренда;;20;'4.70;Чехлы;;'0.36;'0.1;1;0;0;0;0;9100.0;11990.0;;0%
HHH_Titanium_2410;25673692;684628945;RND783300391;'52.5;KZDOO;;0;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;8500.0;11990.0;;0%
HHH_Purple_3039;38070392;704564391;1,07857E+12;'77.5;KZDOO;;4;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;9980.0;11990.0;;0%
BBB_Purple_8946;39493765;782414542;RND807567266;'77.5;;;2;'4.70;Чехлы;;'0.36;'0.1;7;0;0;0;0;9100.0;11990.0;;0%
HHH_Pink_2327;60736622;700879243;RND267844404;'77.5;KZDOO;;3;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;5;0;0;9380.0;11990.0;;0%
GGG_Pink_4564;60822434;466619508;RND649391562;'77.5;KZDOO;;67;'4.80;Чехлы;Чехол для смартфона;'1.30;'0.3;19;0;0;0;0;9100.0;11990.0;;0%
HHH_White_3648;42232730;487237149;5,69457E+12;'77.5;KZDOO;;66;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;3;0;0;10780.0;11990.0;;0%
AAA_Green_7796;91504638;193596925;2,2966E+12;'77.5;;;4;'4.80;Чехлы;;'0.36;'0.1;9;0;10;0;0;9180.0;11990.0;;0%
BBB_White_7991;57204841;704756710;RND653346849;'77.5;KZDOO;;15;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;9180.0;11990.0;;0%
CCC_Titanium_7564;88610207;446208489;RND371462023;'70;;;7;'4.80;Чехлы;;'0.36;'0.1;1;0;9;0;0;10200.0;11990.0;;0%
HHH_Clear_7819;42375033;884925263;9,89402E+12;'77.5;;;7;'4.80;Чехлы;;'0.36;'0.1;0;0;0;0;0;9100.0;11990.0;;0%
AAA_White_3643;42123172;396277986;7,62554E+12;'72.5;KEEPHONE;;20;'5.00;Чехлы;Чехол для смартфона;'0.40;'0.1;0;0;0;0;0;2050.0;2990.0;;0%
FFF_Green_9000;57412404;195926690;RND827303074;'77.5;KEEPHONE;;24;'3.20;Чехлы;Чехол для смартфона;'0.40;'0.1;1;0;0;0;0;4700.0;11990.0;;0%
DDD_White_3845;32156174;750203771;7,40827E+12;'72.5;KEEPHONE;;11;'5.00;Чехлы;Чехол для смартфона;'0.40;'0.1;0;0;0;0;0;1950.0;2990.0;;0%
DDD_Blue_1270;45844803;391367792;4,85358E+12;'77.5;KEEPHONE;;23;'2.00;Чехлы;Чехол для смартфона;'0.40;'0.1;2;0;0;0;0;4906.0;11990.0;;0%
EEE_Clear_8415;25995510;403758517;RND479196821;'77.5;KEEPHONE;;63;'4.20;Чехлы;Чехол для смартфона;'0.41;'0.1;2;1;0;0;0;4600.0;11990.0;;0%
AAA_Pink_2294;38174132;389965150;6,89296E+12;'77.5;KEEPHONE;;13;'5.00;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;2290.0;3990.0;;0%
CCC_White_6356;43094185;483618914;RND956054037;'52.5;KZDOO;;60;'5.00;Чехлы;Чехол для смартфона;'0.65;'0.1;6;0;10;0;1;4700.0;11990.0;;0%
EEE_Blue_8965;16337630;909021069;RND476152224;'52.5;KZDOO;;75;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;5;0;0;4100.0;11990.0;;0%
GGG_Blue_9642;35501394;846151799;6,58336E+12;'70;KEEPHONE;;63;'4.80;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;2890.0;11990.0;;0%
AAA_Titanium_1777;37293235;577155238;RND845449862;'77.5;KEEPHONE;;76;'5.00;Чехлы;Чехол для смартфона;'0.38;'0.1;0;0;0;0;0;3090.0;4000.0;;0%
DDD_Pink_7994;33746541;699872900;RND527698211;'77.5;KEEPHONE;;19;'5.00;Чехлы;Чехол для смартфона;'0.38;'0.1;0;0;0;0;0;2750.0;3990.0;;0%
HHH_Blue_9302;54981333;827886746;5,03514E+12;'77.5;KZDOO;;9;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;2890.0;3990.0;;0%
FFF_Black_2376;84839270;801176706;RND164146660;'77.5;KZDOO;;17;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2890.0;3990.0;;0%
GGG_White_4695;53977919;928886555;2,72935E+12;'77.5;KZDOO;;15;'4.30;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;5580.0;11990.0;;0%
AAA_Green_9617;55041656;192864956;RND202651254;'77.5;KZDOO;;32;'4.30;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2790.0;3490.0;;0%
DDD_Blue_6662;43896197;215772524;RND356192252;'65;K-DOO;;37;'4.90;Чехлы;Чехол для наушников;'0.27;'0.1;4;0;0;0;0;4980.0;11990.0;;0%
CCC_Pink_9065;38702896;165214769;7,71538E+12;'65;K-DOO;;10;'4.90;Чехлы;Чехол для наушников;'0.27;'0.1;11;0;0;0;0;4980.0;11990.0;;0%
CCC_Pink_2372;42294120;299765028;8,64978E+12;'72.5;K-DOO;;7;'4.90;Чехлы;Чехол для наушников;'0.27;'0.1;2;0;0;0;0;4980.0;11990.0;;0%
DDD_Titanium_7441;97578232;930336386;9,44173E+12;'65;K-DOO;;11;'4.90;Чехлы;Чехол для наушников;'0.27;'0.1;1;0;0;0;0;4980.0;11990.0;;0%
AAA_Titanium_8916;54064492;973578537;9,9391E+12;'65;K-DOO;;24;'4.90;Чехлы;Чехол для наушников;'0.27;'0.1;9;0;0;0;0;4980.0;11990.0;;0%
DDD_Blue_9263;87233179;953560975;RND516299171;'45;K-DOO;;5;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;17;0;10;0;0;5500.0;11990.0;;0%
AAA_Pink_6723;98709059;736700579;RND191119321;'57.5;KZDOO;;37;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;10;0;0;2500.0;11990.0;;0%
EEE_Clear_3113;68974260;241681159;8,56511E+12;'45;KZDOO;;14;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;48;0;0;2500.0;11990.0;;0%
FFF_Black_8116;56919702;606749914;2,29601E+12;'72.5;Renata;;23;'4.90;Батарейки и аккумуляторы;Батарейка;'0.19;'0.1;0;0;85;0;0;720.0;2900.0;;0%
CCC_Clear_8930;91763078;907851133;1,12399E+12;'72.5;Renata;;31;'4.90;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;25;0;1;1080.0;4900.0;;0%
HHH_White_1327;72387757;419535170;8,7809E+12;'72.5;Varta;;35;'4.80;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;61;0;1;700.0;2900.0;;0%
BBB_Pink_3586;85419196;787495645;RND970577692;'72.5;Varta;;34;'4.80;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;53;0;0;640.0;900.0;;0%
AAA_Clear_9962;35056511;497319292;RND100457054;'65;Varta;;9;'4.80;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;98;0;0;1200.0;4900.0;;0%
FFF_Clear_6850;42668897;619130187;RND802532772;'77.5;KZDOO;;31;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;15;0;0;7380.0;11990.0;;0%
DDD_Blue_4861;77148972;248177146;RND767480483;'77.5;KZDOO;;8;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;14;0;0;7380.0;11990.0;;0%
EEE_Red_9650;88223836;750742797;4,19974E+12;'77.5;KZDOO;;32;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;7500.0;11990.0;;0%
AAA_Green_5033;99198177;413883953;1,69681E+12;'77.5;KZDOO;;3;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;7300.0;11990.0;;0%
DDD_Blue_3042;25688149;398809858;RND486743567;'77.5;KZDOO;;23;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;7300.0;11990.0;;0%
