Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Метки;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
Battery_Black_1056;13343846;887313922;6216979530667;Чехол для iPhone 16 Pro с MagSafe Keephone KEVILAR, кевларовый черный чехол на Айфон 16 Про;'77.5;KEEPHONE;Продается;;5;'4.90;Показывается;;09.10.2024 10:40;Чехлы;Чехол для смартфона;'0.41;'0.1;1;0;10;0;0;7990.0;11990.0;;0%
Case_Pink_5069;93093305;951547151;RND481975850;Чехол для iPhone 16 Pro Max с MagSafe KEVILAR, кевларовый чехол на Айфон 16 Про Макс / BMW M series;'70;KEEPHONE;Готов к продаже;;10;'5.00;Показывается;;14.10.2024 7:06;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;6590.0;9990.0;;0%
Cable_Clear_2817;32919116;942158141;1430614945398;Кожаный чехол для iPhone 16 KZDOO Noble Collection, Rose Gold чехол для Айфон 16;'45;KZDOO;Готов к продаже;;1;'4.60;Показывается;;14.10.2024 7:44;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3914.0;4990.0;;0%
Case_Green_2038;97566258;517691677;6249831007180;Кожаный чехол для iPhone 16 Plus с MagSafe KZDOO Mag Noble Collection, черный карбоновый чехол для Айфон 16 Плюс;'45;KZDOO;Продается;;0;'5.00;Показывается;;14.10.2024 7:47;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;11100.0;11990.0;;0%
Cable_Pink_3571;36919171;291466530;7091734032010;Кожаный чехол для iPhone 16 Plus с MagSafe KZDOO Mag Noble Collection, серебристый тисненый чехол для Айфон 16 Плюс;'70;;Продается;;1;'5.00;Показывается;;14.10.2024 7:51;Чехлы;;'0.36;'0.1;2;0;0;0;0;11100.0;11990.0;;0%
Accessory_Green_4467;28199184;761641223;6022576277140;Кожаный чехол для iPhone 16 Plus с MagSafe KZDOO Mag Noble Collection, золотой карбоновый чехол для Айфон 16 Плюс;'45;KZDOO;Продается;;0;'5.00;Показывается;;14.10.2024 7:59;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;0;0;0;11100.0;11990.0;;0%
Cover_Blue_3322;71421643;507736954;RND748452476;Кожаный чехол для iPhone 16 Plus с MagSafe KZDOO Mag Noble Collection, синий карбоновый чехол для Айфон 16 Плюс;'45;KZDOO;Продается;;0;'5.00;Показывается;;14.10.2024 8:19;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;11100.0;11990.0;;0%
Accessory_Titanium_9600;77821850;570005023;6604160076816;Кожаный чехол для iPhone 16 Plus с MagSafe KZDOO Mag Noble Collection, фиолетовый карбоновый чехол для Айфон 16 Плюс;'45;KZDOO;Продается;;0;'5.00;Показывается;;14.10.2024 8:20;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;11100.0;11990.0;;0%
Accessory_Black_9036;60104680;833498243;4770831082731;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, черный карбоновый чехол для Айфон 16 Про;'40;KZDOO;Продается;;0;'5.00;Показывается;;14.10.2024 8:25;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;11100.0;11990.0;;0%
Accessory_Clear_3031;36606696;192712942;3573116709011;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, серебристый карбоновый чехол для Айфон 16 Про;'70;KZDOO;Продается;;1;'5.00;Показывается;;14.10.2024 8:31;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;11100.0;11990.0;;0%
Cable_Pink_5458;74424666;930479567;2181426397465;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, золотой тисненый чехол для Айфон 16 Про;'70;KZDOO;Не продается;;1;'5.00;Показывается;;14.10.2024 8:32;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;6050.0;11990.0;;0%
Cable_Blue_9320;42321527;116137453;3137591569145;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, синий карбоновый чехол для Айфон 16 Про;'45;KZDOO;Продается;;0;'5.00;Показывается;;14.10.2024 8:34;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;11100.0;11990.0;;0%
Adapter_Black_1858;21257525;775417189;7557709010575;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, фиолетовый карбоновый чехол для Айфон 16 Про;'45;KZDOO;Продается;;0;'5.00;Показывается;;14.10.2024 8:36;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;11100.0;11990.0;;0%
Glass_Green_7806;80671295;545824922;RND419669733;Кожаный чехол для iPhone 16 Pro Max с MagSafe KZDOO Mag Noble Collection, черный карбоновый чехол для Айфон 16 Про Макс;'65;KZDOO;Продается;;0;'4.80;Показывается;;14.10.2024 8:38;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;11100.0;11990.0;;0%
Adapter_Titanium_9518;94764998;259034740;6904446735323;Кожаный чехол для iPhone 16 Pro Max с MagSafe KZDOO Mag Noble Collection, серебристый карбоновый чехол для Айфон 16 Про Макс;'45;KZDOO;Продается;;0;'4.80;Показывается;;14.10.2024 8:40;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;11100.0;11990.0;;0%
Case_Pink_4549;92018390;307706881;3873342370848;Кожаный чехол для iPhone 16 Pro Max с MagSafe KZDOO Mag Noble Collection, золотой тисненый чехол для Айфон 16 Про Макс;'70;KZDOO;Продается;;3;'4.80;Показывается;;14.10.2024 8:41;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;5;0;0;11100.0;11990.0;;0%
Accessory_Green_5060;20061677;442725427;9425622603655;Кожаный чехол для iPhone 16 Pro Max с MagSafe KZDOO Mag Noble Collection, синий карбоновый чехол для Айфон 16 Про Макс;'45;KZDOO;Продается;;0;'4.80;Показывается;;14.10.2024 8:42;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;0;0;0;11100.0;11990.0;;0%
Case_White_8263;50903465;541648834;RND371127670;Кожаный чехол для iPhone 16 Pro Max с MagSafe KZDOO Mag Noble Collection, фиолетовый карбоновый чехол для Айфон 16 Про Макс;'45;KZDOO;Продается;;0;'4.80;Показывается;;14.10.2024 8:43;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;11100.0;11990.0;;0%
Adapter_Blue_5837;33870776;578593750;RND741623707;Чехол для iPhone 16 Pro Max KZDOO KEIVLAR, фиолетовый кевларовый чехол для Айфон 16 Про Макс;'65;KZDOO;Продается;;2;'4.80;Показывается;;14.10.2024 8:47;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;5990.0;11990.0;;0%
Case_Pink_2300;17363186;984216734;RND520611872;Чехол для iPhone 16 Pro Max с Mag Safe KZDOO KEIVLAR, черно-серый кевларовый чехол для Айфон 16 Про Макс;'70;KZDOO;Продается;;3;'5.00;Показывается;;14.10.2024 8:58;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6490.0;11990.0;;0%
Accessory_Green_9280;28998179;217120391;6100957861317;Чехол для iPhone 16 Pro с Mag Safe KZDOO KEIVLAR, черно-серый кевларовый чехол для Айфон 16 Про;'45;KZDOO;Продается;;1;'4.80;Показывается;;14.10.2024 9:07;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;10;0;0;6490.0;11990.0;;0%
Battery_Pink_6523;36653405;260099190;5096060869501;Чехол для iPhone 16 с MagSafe KEVILAR, кевларовый черный чехол на Айфон 16;'45;KEEPHONE;Готов к продаже;;0;'0.00;Показывается;;15.10.2024 9:52;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;6490.0;9990.0;;0%
Battery_Red_6342;64257705;975492773;RND954037348;Чехол для iPhone 16 Pro с MagSafe KEVILAR, кевларовый чехол на Айфон 16 Про / BMW M series;'70;KEEPHONE;Продается;;9;'4.90;Показывается;;21.10.2024 11:55;Чехлы;Чехол для смартфона;'0.41;'0.1;12;0;10;0;0;6590.0;11990.0;;0%
Battery_Blue_3155;61476062;542948188;RND424822291;Чехол для iPhone 15 Pro с подставкой и Mag Safe Keephone Magico, титанового цвета противоударный чехол для Айфон 15 Про;'45;KEEPHONE;Продается;;0;'0.00;Показывается;;25.10.2024 9:46;Чехлы;Чехол для смартфона;'0.38;'0.1;2;0;0;0;0;6580.0;11990.0;;0%
Adapter_Titanium_9817;63711346;496535730;RND275668481;Чехол для iPhone 15 Pro Max с подставкой и Mag Safe Keephone Magico, титанового цвета противоударный чехол для Айфон 15 Про Макс;'70;KEEPHONE;Продается;;2;'4.90;Показывается;;25.10.2024 9:48;Чехлы;Чехол для смартфона;'0.38;'0.1;4;0;10;0;0;6780.0;11990.0;;0%
Battery_Pink_6680;10212903;213384077;8057556693116;Чехол для iPhone 16 Pro с Mag Safe Keephone Mago Pro, песочного цвета противоударный чехол для Айфон 16 Про;'70;KEEPHONE;Готов к продаже;;0;'5.00;Показывается;;25.10.2024 10:03;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;3790.0;5990.0;;0%
Cable_Black_9829;67523163;226813061;RND298852037;Чехол для iPhone 16 Pro Max с Mag Safe Keephone Mago Pro ударопрочный, песочного цвета противоударный чехол для Айфон 16 Про Макс;'70;KEEPHONE;Продается;;4;'4.90;Показывается;;25.10.2024 10:06;Чехлы;Чехол для смартфона;'0.28;'0.1;2;0;0;0;0;7580.0;11990.0;;0%
Accessory_Blue_7395;39271764;953107952;2081792349977;Чехол для iPhone 16 Pro с подставкой и Mag Safe Keephone Magico, прозрачный противоударный чехол для Айфон 16 Про;'70;KEEPHONE;Продается;;3;'5.00;Показывается;;26.10.2024 12:59;Чехлы;Чехол для смартфона;'0.38;'0.1;2;0;10;0;0;6580.0;11990.0;;0%
Cable_Green_5007;97916940;403629742;RND117322431;Чехол для iPhone 16 Pro Max с подставкой и Mag Safe Keephone Magico, прозрачный противоударный чехол для Айфон 16 Про Макс;'82.5;KEEPHONE;Продается;;2;'5.00;Показывается;;26.10.2024 13:01;Чехлы;Чехол для смартфона;'0.38;'0.1;1;0;0;0;0;6580.0;11990.0;;0%
Accessory_Titanium_9001;14937725;563692646;RND308031308;Чехол для iPhone 16 Pro с подставкой и Mag Safe Keephone Magico, черный противоударный чехол для Айфон 16 Про;'70;KEEPHONE;Продается;;2;'5.00;Показывается;;26.10.2024 13:03;Чехлы;Чехол для смартфона;'0.38;'0.1;4;0;0;0;0;6580.0;11990.0;;0%
Accessory_Black_2224;51957316;411590427;5786491118988;Чехол для iPhone 16 Pro Max с подставкой и Mag Safe Keephone Magico, черный противоударный чехол для Айфон 16 Про Макс;'82.5;KEEPHONE;Продается;;4;'5.00;Показывается;;26.10.2024 13:05;Чехлы;Чехол для смартфона;'0.38;'0.1;5;0;0;0;0;6580.0;11990.0;;0%
Cover_Purple_5044;92228126;112335591;RND972579767;Чехол для iPhone 16 Pro с MagSafe KEVILAR, кевларовый коричневый клетчатый чехол на Айфон 16 Про;'70;KEEPHONE;Продается;;1;'4.90;Показывается;;26.10.2024 13:08;Чехлы;Чехол для смартфона;'0.41;'0.1;4;0;0;0;0;6590.0;11990.0;;0%
Case_Clear_9947;67456092;526798986;RND803272895;Чехол для iPhone 16 Pro Max с MagSafe KEVILAR, кевларовый коричневый клетчатый чехол на Айфон 16 Про Макс;'70;KEEPHONE;Продается;;0;'5.00;Показывается;;26.10.2024 13:10;Чехлы;Чехол для смартфона;'0.41;'0.1;2;0;0;0;0;7074.0;11990.0;;0%
Case_Purple_1991;76682178;265048613;RND729085885;Кожаный чехол для iPhone 15 Pro Max KZDOO Noble Collection, зеленый чехол для Айфон 15 Про Макс;'70;KZDOO;Продается;;2;'4.70;Показывается;;25.01.2025 9:13;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;6180.0;11990.0;;0%
Cover_Purple_3843;73597678;578447217;8604443124469;Элемент питания CR2450 Varta, батарейка Варта CR2450;'65;Varta;Продается;;3;'5.00;Показывается;;30.01.2025 11:21;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;99;0;0;1340.0;4900.0;;0%
Cable_Black_1792;10342321;251289133;4729295448897;Чехол для iPhone 14 Pro Max KZDOO Seashell, синий чехол для Айфон 14 Про Макс;'70;KZDOO;Продается;;0;'4.90;Показывается;;30.01.2025 13:45;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;6;0;0;5580.0;11990.0;;0%
Accessory_White_2615;75747511;476599068;RND466205550;Чехол для Samsung Galaxy S25 Ultra с Mag Safe Keephone ударопрочный, черный противоударный чехол для Самсунг Галакси S25 Ультра;'70;KEEPHONE;Продается;;5;'5.00;Показывается;;31.01.2025 10:23;Чехлы;Чехол для смартфона;'0.39;'0.1;1;0;0;0;0;6980.0;11990.0;;0%
Accessory_Red_2530;20534015;717957995;9800663612622;Чехол для Samsung Galaxy S25 с Mag Safe Keephone, черный противоударный чехол для Самсунг Галакси S25;'45;KEEPHONE;Продается;;0;'0.00;Показывается;;31.01.2025 10:35;Чехлы;Чехол для смартфона;'0.48;'0.1;4;0;0;0;0;6980.0;11990.0;;0%
Case_White_7115;88512801;317893054;3313484213764;Чехол для Samsung Galaxy S25 Plus (S25+) с Mag Safe Keephone, черный противоударный чехол для Самсунг Галакси S25 Плюс;'45;KEEPHONE;Готов к продаже;;0;'0.00;Показывается;;31.01.2025 10:38;Чехлы;Чехол для смартфона;'0.48;'0.1;0;0;0;0;0;6980.0;11990.0;;0%
Cover_Purple_2609;71531392;221469360;RND209837200;Чехол для Samsung Galaxy S25 Ultra Keephone Hybrid Pro, прозрачный противоударный чехол для Самсунг Галакси S25 Ультра;'70;KEEPHONE;Продается;;2;'4.60;Показывается;;31.01.2025 11:30;Чехлы;Чехол для смартфона;'0.48;'0.1;6;0;0;0;0;6980.0;11990.0;;0%
Accessory_Red_4071;21924136;340053465;RND593261944;Чехол для Samsung Galaxy S25 Plus (S25+) Keephone Hybrid Pro, прозрачный противоударный чехол для Самсунг Галакси S25 Плюс;'45;KEEPHONE;Продается;;0;'0.00;Показывается;;31.01.2025 11:32;Чехлы;Чехол для смартфона;'0.48;'0.1;0;0;10;0;0;6980.0;11990.0;;0%
Protector_White_1950;91012780;396167868;3217029222728;Чехол для Samsung Galaxy S25 Keephone Hybrid Pro, прозрачный противоударный чехол для Самсунг Галакси S25;'45;KEEPHONE;Продается;;0;'0.00;Показывается;;31.01.2025 11:35;Чехлы;Чехол для смартфона;'0.48;'0.1;3;0;0;0;0;6980.0;11990.0;;0%
Cable_Red_7467;67829533;884368374;9696912236409;Чехол для Samsung Galaxy S24 Ultra Keephone Hybrid Case, прозрачный противоударный чехол для Самсунг Галакси S24 Ультра;'45;KEEPHONE;Продается;;2;'3.10;Показывается;;25.02.2025 10:54;Чехлы;Чехол для смартфона;'0.38;'0.1;3;0;10;0;0;6100.0;11990.0;;0%
Adapter_Green_4431;11835447;251382630;RND948110822;Чехол для Samsung Galaxy S24 Plus (S24+) Keephone Hybrid Case, прозрачный противоударный чехол для Самсунг Галакси S24 Плюс;'45;KEEPHONE;Продается;;0;'0.00;Показывается;;25.02.2025 11:00;Чехлы;Чехол для смартфона;'0.38;'0.1;10;0;0;0;0;6100.0;11990.0;;0%
Accessory_Black_7823;96304237;603030879;RND125541305;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, черный супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;11;'4.70;Показывается;;21.03.2025 10:40;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;4980.0;11990.0;;0%
Cable_White_7442;17751518;115335078;5676277482784;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, прозрачный супертонкий чехол для Самсунг Галакси S25;'52.5;KZDOO;Готов к продаже;;37;'4.70;Показывается;;21.03.2025 10:44;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;4980.0;11990.0;;0%
Adapter_Blue_2174;41729170;975307236;RND245196462;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, синий супертонкий чехол для Самсунг Галакси S25;'45;KZDOO;Продается;;27;'4.70;Показывается;;21.03.2025 10:47;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;4980.0;11990.0;;0%
Accessory_Blue_2451;14654357;830863661;1927995129886;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25;'45;KZDOO;Продается;;2;'4.70;Показывается;;21.03.2025 10:50;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;4980.0;11990.0;;0%
Battery_Pink_1977;65263379;382292353;RND781842118;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25;'45;KZDOO;Готов к продаже;;6;'4.70;Показывается;;21.03.2025 10:53;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3600.0;11990.0;;0%
Cover_Pink_9897;85743031;964459154;RND253226193;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25;'65;KZDOO;Продается;;0;'4.70;Показывается;;21.03.2025 11:00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;4980.0;11990.0;;0%
Cable_Pink_2144;85962285;632651363;RND893112878;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, титанового цвета супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;8;'4.70;Показывается;;21.03.2025 11:04;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;4980.0;11990.0;;0%
Cover_Pink_4958;93948675;272527545;RND630197224;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, черный супертонкий чехол для Самсунг Галакси S25 Плюс;'45;KZDOO;Продается;;4;'4.20;Показывается;;21.03.2025 11:07;Чехлы;Чехол для смартфона;'0.36;'0.1;29;0;0;0;0;4980.0;11990.0;;0%
Cable_Pink_6203;40893712;786545508;RND240507604;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, прозрачный супертонкий чехол для Самсунг Галакси S25 Плюс;'52.5;KZDOO;Продается;;7;'4.20;Показывается;;21.03.2025 12:28;Чехлы;Чехол для смартфона;'0.36;'0.1;70;0;0;0;0;4980.0;11990.0;;0%
Cover_Black_8095;75287503;428982978;RND337833565;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, синий супертонкий чехол для Самсунг Галакси S25 Плюс;'45;KZDOO;Продается;;6;'4.20;Показывается;;21.03.2025 12:58;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;10;0;0;4980.0;11990.0;;0%
Protector_Titanium_2814;53288967;880135285;RND760045317;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25 Плюс;'70;KZDOO;Продается;;2;'4.20;Показывается;;21.03.2025 13:00;Чехлы;Чехол для смартфона;'0.36;'0.1;14;0;0;0;0;4980.0;11990.0;;0%
Battery_Blue_8617;24826475;467164893;1182667524856;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25 Плюс;'70;KZDOO;Продается;;1;'4.20;Показывается;;21.03.2025 13:08;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;4980.0;11990.0;;0%
Glass_Black_3571;38778517;255910352;RND203877301;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25 Плюс;'65;KZDOO;Продается;;1;'4.20;Показывается;;21.03.2025 13:11;Чехлы;Чехол для смартфона;'0.36;'0.1;23;0;10;0;0;4980.0;11990.0;;0%
Adapter_White_6302;28127900;171125364;9584349996889;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, титанового цвета супертонкий чехол для Самсунг Галакси S25 Плюс;'45;KZDOO;Продается;;2;'4.20;Показывается;;21.03.2025 13:13;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;11;0;0;4980.0;11990.0;;0%
Case_Blue_2252;30931662;119937296;RND573616602;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, черный супертонкий чехол для Самсунг Галакси S25 Ультра;'52.5;KZDOO;Продается;;15;'4.40;Показывается;;21.03.2025 13:20;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;4980.0;11990.0;;0%
Case_Black_8463;52140319;999613229;RND326666089;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, прозрачный супертонкий чехол для Самсунг Галакси S25 Ультра;'45;KZDOO;Продается;;10;'4.40;Показывается;;21.03.2025 14:18;Чехлы;Чехол для смартфона;'0.36;'0.1;23;0;0;0;0;4980.0;11990.0;;0%
Case_Blue_6578;17879943;767369870;RND627278400;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, синий супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;4;'4.40;Показывается;;21.03.2025 14:21;Чехлы;Чехол для смартфона;'0.36;'0.1;35;0;0;0;0;4980.0;11990.0;;0%
Protector_Clear_3737;72851656;216739451;9849935210145;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;1;'4.40;Показывается;;21.03.2025 14:24;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;4980.0;11990.0;;0%
Adapter_Clear_7127;79353276;551532897;8457049538870;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;2;'4.40;Показывается;;21.03.2025 14:36;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;4980.0;11990.0;;0%
Battery_Black_7796;62012574;650519623;RND418181148;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25 Ультра;'65;KZDOO;Продается;;3;'4.40;Показывается;;21.03.2025 14:39;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;10;0;0;4980.0;11990.0;;0%
Battery_Pink_1691;15207018;317071149;6497051191273;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, Titanium Gray супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;1;'4.40;Показывается;;21.03.2025 14:45;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;4980.0;11990.0;;0%
Accessory_Pink_2568;13880019;819040074;7782124064627;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, черный супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;4;'4.70;Показывается;;22.03.2025 13:11;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;1;3380.0;11990.0;;0%
Cable_White_8728;87719217;922400271;8046908671939;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;0;'4.70;Показывается;;22.03.2025 13:16;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3380.0;11990.0;;0%
Battery_Pink_2136;82790969;496422401;RND554026808;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;0;'4.70;Показывается;;23.03.2025 10:34;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3380.0;11990.0;;0%
Protector_Clear_1988;67529938;839221637;9010812837394;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, синий супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;2;'4.70;Показывается;;23.03.2025 10:37;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;3380.0;11990.0;;0%
Case_Red_4725;46892155;898332042;3326081951692;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25;'65;KZDOO;Продается;;0;'4.70;Показывается;;23.03.2025 10:44;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;3380.0;11990.0;;0%
Cover_Titanium_6594;85662727;950830064;8972099352482;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, титанового цвета супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;1;'4.70;Показывается;;23.03.2025 10:46;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;20;0;0;3380.0;11990.0;;0%
Battery_Green_4991;24699757;241240525;3834379557356;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, черный супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'70;KZDOO;Продается;;2;'5.00;Показывается;;23.03.2025 10:52;Чехлы;Чехол для смартфона;'0.54;'0.1;5;0;9;0;0;3380.0;11990.0;;0%
Adapter_Red_5769;56957055;129821746;RND467114532;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'70;KZDOO;Продается;;0;'5.00;Показывается;;23.03.2025 10:54;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;3380.0;11990.0;;0%
Adapter_Pink_3555;49394525;413323201;1350949362997;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'70;KZDOO;Продается;;0;'5.00;Показывается;;23.03.2025 10:57;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3380.0;11990.0;;0%
Battery_Red_4660;15321811;647847213;RND447151983;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, синий супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'70;KZDOO;Готов к продаже;;1;'5.00;Показывается;;23.03.2025 10:59;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1690.0;2990.0;;0%
Cover_Red_4192;28226536;745296994;7428552541837;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'40;KZDOO;Продается;;0;'5.00;Показывается;;23.03.2025 11:05;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;3380.0;11990.0;;0%
Adapter_White_2043;81983451;800431733;RND254116400;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, титанового цвета супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'70;KZDOO;Продается;;0;'5.00;Показывается;;23.03.2025 11:09;Чехлы;Чехол для смартфона;'0.40;'0.1;13;0;0;0;0;3380.0;11990.0;;0%
