Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Метки;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
Case_Green_7941;45662787;871146634;RND948098321;Ультратонкий чехол на Айфон 16 Про Air Skin с защитой камер, чехол цвета титан для iPhone 16 Pro;'77.5;KZDOO;Продается;;13;'4.80;Показывается;;16.09.2024 9:10;Чехлы;Чехол для смартфона;'0.36;'0.1;18;0;10;0;0;3100.0;11990.0;;0%
Battery_Titanium_3292;90203006;636142425;2073053305383;Ультратонкий чехол на Айфон 16 Про Макс Air Skin с защитой камер, черный чехол для iPhone 16 Pro Max;'77.5;KZDOO;Продается;;44;'4.80;Показывается;;16.09.2024 9:27;Чехлы;Чехол для смартфона;'0.36;'0.1;30;0;9;0;1;4980.0;11990.0;;0%
Cover_White_2425;73013585;813151584;RND663651851;Ультратонкий чехол на Айфон 16 Про Макс Air Skin с защитой камер, прозрачный чехол для iPhone 16 Pro Max;'77.5;KZDOO;Продается;;173;'4.80;Показывается;;16.09.2024 9:40;Чехлы;Чехол для смартфона;'0.36;'0.1;111;1;7;0;0;4980.0;11990.0;;0%
Protector_Pink_6137;61136536;956606367;RND621240503;Ультратонкий чехол на Айфон 16 Про Макс Air Skin с защитой камер, серый чехол для iPhone 16 Pro Max;'77.5;KZDOO;Продается;;17;'4.80;Показывается;;16.09.2024 9:43;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;10;0;0;4980.0;11990.0;;0%
Battery_Green_9361;56431213;619571827;RND408125248;Ультратонкий чехол на Айфон 16 Про Макс Air Skin с защитой камер, зеленый чехол для iPhone 16 Pro Max;'77.5;KZDOO;Продается;;10;'4.80;Показывается;;16.09.2024 9:46;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;4;0;0;4980.0;11990.0;;0%
Adapter_Blue_3177;82982230;516181085;4932748490221;Ультратонкий чехол на Айфон 16 Про Макс Air Skin с защитой камер, розовый чехол для iPhone 16 Pro Max;'77.5;KZDOO;Продается;;29;'4.80;Показывается;;16.09.2024 9:48;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;10;0;0;4980.0;11990.0;;0%
Adapter_Black_8728;43739237;817953725;RND851252587;Ультратонкий чехол на Айфон 16 Про Макс Air Skin с защитой камер, фиолетовый чехол для iPhone 16 Pro Max;'77.5;KZDOO;Продается;;3;'4.80;Показывается;;16.09.2024 9:50;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;4980.0;11990.0;;0%
Glass_Purple_4374;93900770;799415753;3678190746977;Ультратонкий чехол на Айфон 16 Про Макс Air Skin с защитой камер, чехол цвета титан для iPhone 16 Pro Max;'77.5;KZDOO;Продается;;5;'4.80;Показывается;;16.09.2024 9:56;Чехлы;Чехол для смартфона;'0.36;'0.1;17;0;9;0;1;4980.0;11990.0;;0%
Cable_Clear_3340;38909706;186057153;3786136145016;Ультратонкий чехол для iPhone 16 Pro KZDOO Air Carbon с защитой камер, синий супертонкий чехол для Айфон 16 Про;'82.5;KZDOO;Продается;;4;'4.50;Показывается;;16.09.2024 10:06;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;10;0;0;2980.0;11990.0;;0%
Battery_Pink_1869;84222117;497004689;5487658717238;Ультратонкий чехол для iPhone 16 Pro Max KZDOO Air Carbon с защитой камер, синий супертонкий чехол для Айфон 16 Про Макс;'82.5;KZDOO;Продается;;4;'4.50;Показывается;;16.09.2024 10:08;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;2980.0;11990.0;;0%
Battery_Clear_8593;95855229;732277264;RND663293262;Тонкий чехол для iPhone 16 Pro KZDOO Q Series, черный силиконовый чехол на Айфон 16 Про;'77.5;KZDOO;Готов к продаже;;59;'4.80;Показывается;;16.09.2024 10:13;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1390.0;2290.0;;0%
Glass_Red_7478;49790387;411462442;RND621851116;Тонкий чехол для iPhone 16 Pro Max KZDOO Q Series, черный силиконовый чехол на Айфон 16 Про Макс;'77.5;KZDOO;Готов к продаже;;33;'4.90;Показывается;;16.09.2024 10:56;Чехлы;Чехол для смартфона;'1.50;'0.3;0;0;0;0;0;1390.0;2290.0;;0%
Protector_Blue_1803;87007443;485733184;RND103482920;Чехол для iPhone 16 Pro KZDOO Guardian, прозрачный противоударный чехол для Айфон 16 Про;'45;KZDOO;Продается;;24;'4.90;Показывается;;16.09.2024 11:00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;9;0;0;5300.0;11990.0;;0%
Adapter_Red_9951;31963671;393706192;7737428620695;Чехол для iPhone 16 Pro KZDOO Guardian, черно-прозрачный противоударный чехол для Айфон 16 Про;'70;KZDOO;Продается;;5;'4.90;Показывается;;16.09.2024 11:02;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;0;0;0;5300.0;11990.0;;0%
Protector_White_2451;53662519;741100686;RND571883537;Чехол для iPhone 16 Pro Max KZDOO Guardian, прозрачный противоударный чехол для Айфон 16 Про Макс;'45;KZDOO;Продается;;16;'4.90;Показывается;;16.09.2024 14:13;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;5300.0;11990.0;;0%
Adapter_Black_5734;84726744;597622044;1388476746088;Чехол для iPhone 16 Pro Max KZDOO Guardian, прозрачно-черный противоударный чехол для Айфон 16 Про Макс;'70;KZDOO;Продается;;4;'4.90;Показывается;;16.09.2024 14:18;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;0;0;0;5300.0;11990.0;;0%
Protector_Black_8399;71200812;401943601;7505063434353;Кожаный чехол для iPhone 16 Pro KZDOO Noble Collection, черный для Айфон 16 Про;'77.5;KZDOO;Продается;;26;'4.80;Показывается;;16.09.2024 14:31;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;7828.0;11990.0;;0%
Case_Titanium_9042;48511546;789852192;7689656801676;Кожаный чехол для iPhone 16 Pro KZDOO Noble Collection, белый для Айфон 16 Про;'77.5;KZDOO;Продается;;11;'4.80;Показывается;;16.09.2024 14:34;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;10;0;0;7180.0;11990.0;;0%
Cover_Clear_1107;67891891;540336241;8579023344841;Кожаный чехол для iPhone 16 Pro KZDOO Noble Collection, синий чехол для Айфон 16 Про;'77.5;KZDOO;Продается;;5;'4.80;Показывается;;16.09.2024 14:37;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;7180.0;11990.0;;0%
